addressFrom,addressTo,value
0x5795b03e71f924c59ed9e4fcfdeb623a8b13f411,0xd48f2b3d819e06bbf0ac1f40ecb161830d9f6229,0.3935963
0x48c04ed5691981c42154c6167398f95e8f38a7ff,0x2b37b7c058d7d750e4a83ae94864d459749d836d,4.4123862
0x411966ecbd2c6a286ecc59cad58e997b04e0400d,0x20e3a9cf9f2d4773de24fb50b1eff25fed70acc3,0.0182452
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xff08b7bc4cae5af8d3e2fcb2c1585993819eb954,0.0038817
0x6ebaae10340aeefdcd5c8f23290ed33e4ca2875a,0x4aa42145aa6ebf72e164c9bbc74fbd3788045016,0.0008881
0x3765521db364ee269e9540970fd21e5a3e825699,0x8faf958e36c6970497386118030e6297fff8d275,0.0001085
0x8ee36fb6cc8b4d052eec9329cfdd9ff2c44f809b,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,0.0004420
0x525983d6d6f9dad6ad8e8a7f16837de506884d97,0xe9375c02fce272fa437e7054c47cf300f352491c,0.0533721
0x0bb4d344c8f4018d1398d9b5e6c0282789642c84,0xbc7173983b03108b7a5c34db2e7a20180e126d91,0.0007331
0x5fedd824f748d0d388cb0bb73ca9ff0b4e4c590a,0x74de5d4fcbf63e00296fd95d33236b9794016631,0.5337209
0x21546079b377673d3d1f1c0311941b741c6efadc,0x2a549b4af9ec39b03142da6dc32221fc390b5533,0.0010333
0x4558ef17b852c4c19b765c8880ab31d669e1e03f,0x0000000000000000000000000000000000000000,0.0031757
0xb13eb833a12f07ee719e891d2996dcc45b9d70ce,0x24ba1542f8a0a20e8251d096213384cfb0ee3dbc,0.0686213
0x717c4624365beb1aea1b1486d87372d488794a21,0x34d7d7aaf50ad4944b70b320acb24c95fa2def7c,6.9632017
0xa39251273f88fe3847aa45452e7fae8e0188a966,0x736a65f0196b1e47e76a938a7d1250db5559fd72,0.0000002
0x503828976d22510aad0201ac7ec88293211d23da,0xa820074071ffc196663039b086f88d281ec1a193,0.0380891
0xeb43b5597e3bde0b0c03ee6731ba7c0247e1581e,0x8faf958e36c6970497386118030e6297fff8d275,1.0552015
0x4c8cfe078a5b989cea4b330197246ced82764c63,0x3ca43755058a2294fb280dff9127db6f9c2216ea,2.5415281
0x5195ad65e40c79e11661486b39978ff268f3b342,0x6af3bcf984f57588f4490a6a81e11b7f3b75b7e4,0.0005083
0x606246e9ef6c70dcb6cee42136cd06d127e2b7c7,0x4c28b1a34705e9b569112e6472c41d9a73a89550,0.0005981
0xd7f72dd9a0034cc7bc62ce681c68d4bda9a8653b,0xf55af54ec28b2a1d069d00157dd4932ddd207501,0.0533721
0xdde6f83453e6fd3c77b319dd265cf508fce3e339,0x2a549b4af9ec39b03142da6dc32221fc390b5533,0.1578234
0x92b767185fb3b04f881e3ac8e5b0662a027a1d9f,0x31adfbf4f653bcdc3a12c889fa721ee76605ffa8,0.9920520
0xfc4ac679e13d8c888e49caffb091d34bebccefa4,0x66c57bf505a85a74609d2c83e94aabb26d691e1f,0.1601163
0xaa04d5175c512b92e070ed55e0739b481d03530a,0x2a549b4af9ec39b03142da6dc32221fc390b5533,0.0508306
0x24185e880aaa519a9b9cbbfcc2359905af46cd16,0xede187ce07b5dd0c48b6a76c76fb317d5c3b89ea,0.0002414
0xb729a876ebf57dfb0d29e2387a32dccdbdaa3a3f,0x2a549b4af9ec39b03142da6dc32221fc390b5533,0.0001243
0x99fd1378ca799ed6772fe7bcdc9b30b389518962,0x094d12e5b541784701fd8d65f11fc0598fbc6332,420.2515048
0xf7ea38c500cc4e376dd8ec22d3d6af94000829a1,0xf5dde32ef1ffb16885c2070d6ee237e6c5effd7a,0.0045793
0x31097d45b621bc3861b0d27d417820baabe79567,0x2a549b4af9ec39b03142da6dc32221fc390b5533,0.0254358
0x6727727aa0500c08ebd5f60cd75421eafb5472ff,0xd6c4f0cbca906a6a2778291b1f2d1c69d038d246,0.0017949
0x5f65f7b609678448494de4c87521cdf6cef1e932,0xb9b4bf53100bfe5f6e55eff7663d13fba18a7645,0.0397797
0x741aa7cfb2c7bf2a1e7d4da2e3df6a56ca4131f3,0x3a0dc3fc4b84e2427ced214c9ce858ea218e97d9,69.8920215
0x939c435a54140af24b7142161042289462222aa0,0xf2345848fb1b4601152cd1448535215c39184c11,0.0006640
0x5f65f7b609678448494de4c87521cdf6cef1e932,0xa50ebc4ddc126cf308807cb19e765c181076b47a,4.3437104
0x74de5d4fcbf63e00296fd95d33236b9794016631,0x0000006daea1723962647b7e189d311d757fb793,0.0076782
0x16e36b8c495c924a8397a065405ff869d7bf9fab,0x1cf0df2a5a20cd61d68d4489eebbf85b8d39e18a,0.0104838
0x503828976d22510aad0201ac7ec88293211d23da,0x1427ff1c35e73d6020a2aa66e0d08b0dba37adf3,0.0001600
0xb3b29f160e17a769aa2d058e468fad062426d51f,0x28c6c06298d514db089934071355e5743bf21d60,0.0206230
0x6ab3bba2f41e7eaa262fa5a1a9b3932fa161526f,0xe592427a0aece92de3edee1f18e0157c05861564,0.0000000
0x2446e4541dfd4c362aa78c3ae078e229f165e660,0xc3d03e4f041fd4cd388c549ee2a29a9e5075882f,4.8991620
0xb21928e3aa0a23a621bb6296fda1d3fc90bfc812,0x74de5d4fcbf63e00296fd95d33236b9794016631,0.0000000
0x50415baac84a93f3fc5bb21a2c77fa87eb0fbe1b,0x503828976d22510aad0201ac7ec88293211d23da,0.1265681
0x9209c9f7dcb61937f1ec8160c22c0b2365079474,0x4aa42145aa6ebf72e164c9bbc74fbd3788045016,0.0009350
0x6552bab2705239b57a0e3a541d49c1114d098dee,0x2f0b23f53734252bda2277357e97e1517d6b042a,0.0018451
0x9edcadb07c9cead6860741212b6306445dbd3791,0x40ec5b33f54e0e8a33a975908c5ba1c14e5bbbdf,1.5282935
0x8efd9addd8de6a4e64664d1893dec51f8c3339e9,0xd75ea151a61d06868e31f8988d28dfe5e9df57b4,0.0045258
0x503828976d22510aad0201ac7ec88293211d23da,0xed9dc7572e3f23dd53feafd045b27f5a7c7bd7ac,0.0027932
0x7c76a64ac61d1eeafe2b8af6f7f0a6a1890418f3,0xdfb8824b094f56b9216a015ff77bdb056923aaf6,0.0025063
0x40b882195593081cef0c4c42107e33c62f6a5061,0x66c57bf505a85a74609d2c83e94aabb26d691e1f,0.2316471
0xe4f32a2de96112933d5247bbb7f114ac3b016335,0x64faeb69c6bf98633500a5dc56ebd5bc7331d25c,0.0292276
0x783d24c7efd9545e52d71fbb4b29c3c60582d8d6,0xa5c00ff8f1f6c280cced4c009f0fec15c7e4f4b9,0.7624584
0x5f65f7b609678448494de4c87521cdf6cef1e932,0x9bf7f3c77e0c5868cb33e7194ae8e1a1cc25670e,0.0149442
0x77f6f5b6acead9407eab0595929f8e1be3970282,0x503828976d22510aad0201ac7ec88293211d23da,0.0290746
0x503828976d22510aad0201ac7ec88293211d23da,0x285e41eeb2f36db8b3f663c08b5baca683951331,0.0000891
0xfff549e7d76a1a721bf8870a8cd6023e4ca9d053,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0.9138581
0xca52e3d87017f4192038d11c15dae45efee79b91,0x503828976d22510aad0201ac7ec88293211d23da,0.0232671
0xc4dd8e820ff8794301c67a74f4cd024676356532,0x795065dcc9f64b5614c407a6efdc400da6221fb0,0.0050831
0x43fb99c5bc88c9cfe4d67abdae0fb0a152899702,0xa478c2975ab1ea89e8196811f51a7b7ade33eb11,0.5083056
0x56b140445692c231e8c46ec76f9afb230118af79,0x34d7d7aaf50ad4944b70b320acb24c95fa2def7c,0.0000000
0x8f6aa14c9d34c56eaf0736be70d81295c364ccf6,0xd6dbb7ccf852d75e54ecbc3ecbad8b57d1d7ea07,0.0066554
0x0075f029648ffbd2026a7df1e9eff27ebc90ca65,0x5c7db0cc1d8ea33f7e0c5ceafccc46812c6a6e31,0.0000006
0xe59206def9967b7d2dd61a1f78fed7e5c6d17bb5,0x34d7d7aaf50ad4944b70b320acb24c95fa2def7c,0.0000000
0x417ac47ab85ff79254a541fd6a9fdff23852a9a4,0xc40d16476380e4037e6b1a2594caf6a6cc8da967,0.0020332
0x99fd1378ca799ed6772fe7bcdc9b30b389518962,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0.0027122
0xb1b38765f11114c3c36d97800ad0f4291ba4c430,0xcab335e1964363e48a790da303b74ec02d3f8fb2,0.0398871
0xa526201a43bf421141c0d785529184a8761c53df,0x3ec66f424d05001240f4841d9033ee701de4b11f,0.0138313
0x9beae6975a47a96826ac8069d0a94b86e757514a,0x4753402251b50f63f138ef0fb5416c31c7c56200,0.2314835
0x5f65f7b609678448494de4c87521cdf6cef1e932,0x37b65471617a62b284f9bb7500007727e2441c06,0.1086638
0x38b8268ca53e6ac25fdf19d023c383257a84d165,0x74de5d4fcbf63e00296fd95d33236b9794016631,0.0389465
0x0075f029648ffbd2026a7df1e9eff27ebc90ca65,0xcb83ba19a470f1d42940f182b775a75339aa97c2,0.0000007
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xe68176a9d8a4323ea3fab649b30e00d0a6a87d15,0.5079244
0x4a51bf18a5b1f915257db8f138623a3d74bef030,0x5d3a536e4d6dbd6114cc1ead35777bab948e3643,0.2580086
0x6a4207dc72f6c94379acaa3d8ab166bb2cb482db,0x6b71dcaa3fb9a4901491b748074a314dad9e980b,0.0014741
0x56a9905d515c5ed9ead4ae7c61925b94b344282e,0x3058ef90929cb8180174d74c507176cca6835d73,0.2915005
0x29aa2ed8712072e918632259780e587698ef58df,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0.0000000
