idFrom,idTo,value,start_block,end_block
0xc2b4c81c8441314c3facb7bf16f1a3939d4f650c,0x433b7700a3e01c9cd9b10e65a30ee361126d8bc8,1963.7345680,12968458,12968557
0x59543bdf34304b122eec334b794b1051a69948b5,0x092eb5b315c716914e9d3af363137f6e5ec3ec09,107269.4131000,12968458,12968557
0x0c7882af291f51dbf1fa4e5304303e62b6c9a6de,0x28c6c06298d514db089934071355e5743bf21d60,128300.7545000,12968458,12968557
0x21a31ee1afc51d94c2efccaa2092ad1028285549,0x77f93daac2cdbc8c0ce8c3b9e2ef903e967c63a3,327224.7942000,12968458,12968557
0x56eddb7aa87536c09ccc2793473599fd21a8b17f,0x993fcf3b876c5c0f42d7a76b0ef621be6547faf4,852.1795696,12968458,12968557
0x68b22215ff74e3606bd5e6c1de8c2d68180c85f7,0xc7e3d28b5fe894d216d80e3c55130ad9543a9518,10630.7256100,12968458,12968557
0x6753818a769f2024a454fd471d663fac4ddaeefb,0xbeb54a9d0b72cbafaf7af9894db0798ea0cbe530,46564.1162300,12968458,12968557
0xfbd15e383bfec238d8597b7a30dac91631bef234,0x02314eb6cbf4fb9b486e7f78545c1e63c872ba63,10480.9670800,12968458,12968557
0x30c5312d9cf0d873994f000e72f1cbf561d0209c,0xa356867fdcea8e71aeaf87805808803806231fdc,85733.8820300,12968458,12968557
0x30c5312d9cf0d873994f000e72f1cbf561d0209c,0xa356867fdcea8e71aeaf87805808803806231fdc,85733.8820300,12968458,12968557
0xb5d85cbf7cb3ee0d56b3bb207d5fc4b82f43f511,0x515aab1b95537f9ebbff3950142532902263a36a,15525.5499200,12968458,12968557
0x96904f1cde6596eec98b9966145d088cba0994da,0x62983b602745df89953a89e14707c12081cdc43d,42866.9410200,12968458,12968557
0x820078ebf06ab9d2d55184f3d75f9b8de56aa3b9,0x6a9a1a0a06221b892ff64806ef3a555bc0439826,33733.7105600,12968458,12968557
0x5be06412e9d02acc488cebb3811ce9d358e6cbd2,0xa33506f74c8c4934f6e763d157ee6493d9ffb5c5,2914951.9890000,12968458,12968557
0x3cd751e6b0078be393132286c442345e5dc49699,0xd264860031f54bc850f7e4f0257833a3288d5eeb,988.8337406,12968458,12968557
0x6e4b466b4a35e4c842a10f1069766cd0526f9624,0x6f3ef0cf377144ae19813d700aa0fff86f769e33,519144.3063000,12968458,12968557
0xf2bec95ef4632f2bbc9e328680b8c202fef1d03b,0x48c04ed5691981c42154c6167398f95e8f38a7ff,105452.6749000,12968458,12968557
0xa910f92acdaf488fa6ef02174fb86208ad7722ba,0x638c013176e2c2b2f029a6486ba3abde3675e35b,10393.8511400,12968458,12968557
0x46340b20830761efd32832a74d7169b29feb9758,0x13b11095ce06a12c6ae331cbf56a5a631174c17d,33693.4156400,12968458,12968557
0x46340b20830761efd32832a74d7169b29feb9758,0x4e7d8f5577a16def6a3145d11c90b56ab4f12208,5979.5096020,12968458,12968557
0xa066b598a0fd504a432dddece37480c05869f5fc,0x10571afdc4c0e043b9cd1151e15d71a435407af6,64214.6776400,12968458,12968557
0x1c5dcb6dd2f15b2c68d2110fa1121fe1b7bbb14f,0xb20bd5d04be54f870d5c0d3ca85d82b34b836405,64086.0768200,12968458,12968557
0x6f000e2748f9429e65c22e86f0244485fc0cddac,0x60031819a16266d896268cfea5d5be0b6c2b5d75,275075312100000000.0000000,12968458,12968557
0xd0effc6828972483db1c64106f71d6ad12606a53,0x1ffeb270de26348f0c6e9f442bcd89ccaf1449cb,64300411520000000.0000000,12968458,12968557
0xf91a11b31ecd9a93aed7060680b5f7899d7cc98d,0x880db9036c7be9c633c8adae8c4ad91de5e20bfa,97763.6316900,12968458,12968557
0x843947d07e4686d9e0c72fb852a55eb5b5342563,0x2362a7e92037b91636e4b6383b9c3fead6da9a96,2043.7278810,12968458,12968557
0xadb2b42f6bd96f5c65920b9ac88619dce4166f94,0xe0ca5d310cb5c42a1fcd33a13896d40156873a9e,8787.7229080,12968458,12968557
0xfdb16996831753d5331ff813c29a93c76834a0ad,0xe8585f8909df51c32a01e988d3ffdf954224a9fd,41923.8683100,12968458,12968557
0x1062a747393198f70f71ec65a582423dba7e5ab3,0x96659e312dd38cba77bf61a0ea83e8766bd26b41,303283.6077000,12968458,12968557
0xab5c66752a9e8167967685f1450532fb96d5d24f,0x96659e312dd38cba77bf61a0ea83e8766bd26b41,2143132.7160000,12968458,12968557
